DomainName,Cluster
regio-mittelfranken.org,Regio Schiene
regionalbahn.de,Regio Schiene
regionalbahn-rheinneckar.de,Regio Schiene
regionalbahn-rhein-neckar.de,Regio Schiene
regionalbahn-sh.de,Regio Schiene
regionalexpress.biz,Regio Schiene
regional-express.biz,Regio Schiene
regionalexpress.de,Regio Schiene
regionalexpress.eu,Regio Schiene
regionalexpress.info,Regio Schiene
regional-express.info,Regio Schiene
regional-s-bahn-rheinneckar.de,Regio Schiene
regional-s-bahn-rhein-neckar.de,Regio Schiene
regionalverkehrfranken.de,Regio Schiene
regionalverkehr-franken.de,Regio Schiene
regionalverkehrostbayern.de,Regio Schiene
regionalverkehr-ostbayern.de,Regio Schiene
regionalverkehrsuedbayern.de,Regio Schiene
regionatverkehr-suedbayern.de,Regio Schiene
regionalys.eu,Regio Schiene
regionetze.de,Regio Schiene
regio-nord.de,Regio Schiene
regio-nordostbayern.de,Regio Schiene
region-suedost.com,Regio Schiene
region-suedost.de,Regio Schiene
region-suedostinfo,Regio Schiene
region-suedost.net,Regio Schiene
regio-oberbayern.biz,Regio Schiene
regio-oberbayern.com,Regio Schiene
regio-oberbayern.de,Regio Schiene
regio-oberbayern.info,Regio Schiene
regio-oberbayern.net,Regio Schiene
regio-oberbayern.org,Regio Schiene
regio-oberfranken.biz,Regio Schiene
regio-oberfranken.com,Regio Schiene
regio-oberfranken.de,Regio Schiene
regio-oberfranken.info,Regio Schiene
regio-oberfranken.net,Regio Schiene
regio-oberfranken.org,Regio Schiene
regio-ostbayern.biz,Regio Schiene
regio-ostbayern.com,Regio Schiene
regio-ostbayern.de,Regio Schiene
regio-ostbayern.info,Regio Schiene
regio-ostbayern.net,Regio Schiene
regio-ostbayern.org,Regio Schiene
regiosprinter.biz,Regio Schiene
regio-sprinter.biz,Regio Schiene
regiosprinter.de,Regio Schiene
regio-sprinter.de,Regio Schiene
regio-sprinter.eu,Regio Schiene
regiosprinter.info,Regio Schiene
regio-sprinter.info,Regio Schiene
regio-streckenagent.de,Regio Schiene
regio-suedost.com,Regio Schiene
regio-suedost.de,Regio Schiene
regio-suedostinfo,Regio Schiene
regio-suedost.net,Regio Schiene
regioticket.biz,Regio Schiene
regio-ticket.biz,Regio Schiene
regio-ticket.de,Regio Schiene
regioticket.eu,Regio Schiene
regioticket.info,Regio Schiene
regio-ticket.info,Regio Schiene
regio-tram.eu,Regio Schiene
regio-unterfranken.biz,Regio Schiene
regio-unterfranken.com,Regio Schiene
regio-unterfranken.de,Regio Schiene
regio-unterfranken.info,Regio Schiene
regio-unterfranken.net,Regio Schiene
regio-unterfranken.org,Regio Schiene
reichsbahn.de,Sonstige
reinigen.net,Sonstige
reinigung.net,Sonstige
reiseauskunft.biz,VT-Plattform (passiv)
reiseauskunft.info,VT-Plattform (passiv)
reisepause.de,Sonstige
reiseplan-bahn.de,P.DL
rhealys.de,Sonstige
rheinalp.eu,Fernverkehr
rheingold.biz,Fernverkehr
rheingold.info,Fernverkehr
rheinhaardexpress.de,Regio Schiene
rheinlandbus.de,Regio Bus
rheinland-bus.de,Regio Bus
rheinneckar-bahn.de,Regio Schiene
rhein-neckar-bahn.de,Regio Schiene
rheinneckarbus.de,Regio Bus
rheinneckar-regiobahn.de,Regio Schiene
rhein-neckar-regiobahn.de,Regio Schiene
rheinneckar-s-bahn.de,Regio Schiene
rhein-neckar-s-bahn.de,Regio Schiene
rheinsiegexpress.com,Regio Schiene
rhein-sieg-express.com,Regio Schiene
rheinsiegexpress.de,Regio Schiene
rheinsieg-express.de,Regio Schiene
rheinsiegexpress.org,Regio Schiene
rhein-sprinter.de,Fernverkehr
rhoenbahn.biz,Regio Schiene
rhoenbahn.com,Regio Schiene
rhoenbahn.de,Regio Schiene
rhoenbahn.info,Regio Schiene
rhoenbahn.net,Regio Schiene
rhoenbahn.org,Regio Schiene
rmv-handyticket.de,DB Vertrieb
rottalbahn.de,Regio Schiene
rottal-bahn.de,Regio Schiene
ruhpoldingbahn.de,Regio Schiene
ruhpoldinger-bahn.de,Regio Schiene
rva-bus.de,Regio Bus
rve-aachen.de,Regio Bus
rvn-we sel.de,Regio Bus
rvo-bus.de,Regio Bus
saalebahn.biz,Regio Schiene
saalebahn.com,Regio Schiene
saalebahn.info,Regio Schiene
saalebahn.net,Regio Schiene
saalebahn.org,Regio Schiene
sachsenanhaltbahn.biz,Regio Schiene
sachsen-anhaitbahn.biz,Regio Schiene
sachsenanhaltbahn.com,Regio Schiene
sachsen-anhaltbahn.com,Regio Schiene
sachsenanhaltbahn.de,Regio Schiene
sachsen-anhaitbahn.de,Regio Schiene
sachsenanhaltbahn.info,Regio Schiene
sachsen-anhaitbahn.info,Regio Schiene
sachsenanhaltbahn.net,Regio Schiene
sachsen-anhaltbahn.net,Regio Schiene
sachsenanhaltbahn.org,Regio Schiene
sachsen-anhattbahn.org,Regio Schiene
sachsenbahn.biz,Regio Schiene
sachsenbahn.com,Regio Schiene
sachsenbahn.info,Regio Schiene
sachsenbahn.net,Regio Schiene
sachsenbahn.org,Regio Schiene
saechsischebahn.biz,Regio Schiene
saechsische-bahn.biz,Regio Schiene
saechsischebahn.com,Regio Schiene
saechsische-bahn.com,Regio Schiene
saechsischebahn.de,Regio Schiene
saechsische-bahn.de,Regio Schiene
saechsischebahn.info,Regio Schiene
saechsische-bahn.info,Regio Schiene
saechsischebahn.net,Regio Schiene
saechsische-bahn.net,Regio Schiene
saechsischebahn.org,Regio Schiene
saechsische-bahn.org,Regio Schiene
saechsischeregiobahn.biz,Regio Schiene
saechsische-regio-bahn.biz,Regio Schiene
saechsischeregiobahn.com,Regio Schiene
saechsische-regio-bahn.com,Regio Schiene
saechsischeregiobahn.de,Regio Schiene
saechsische-regio-bahn.de,Regio Schiene
saechsischeregiobahn.info,Regio Schiene
saechsische-regio-bahn.info,Regio Schiene
saechsischeregiobahn.net,Regio Schiene
saechsische-regio-bahn.net,Regio Schiene
saechsischeregiobahn.org,Regio Schiene
saechsische-regio-bahn.org,Regio Schiene
sbahn.biz,Regio Schiene
s-bahn.biz,Regio Schiene
sbahn.de,Regio Schiene
s-bahn.de,Regio Schiene
sbahn.digital,Regio Schiene
s-bahn.digital,Regio Schiene
s-bahn.eu,Regio Schiene
sbahn.info,Regio Schiene
s-bahn.info,Regio Schiene
s-bahn.online,Regio Schiene
sbahnbremen.de,Regio Schiene
sbahn-bremen.de,Regio Schiene
s-bahn-bremen.de,Regio Schiene
s-bahnhalleipzig.eu,Regio Schiene
s-bahn-hamburg.de,Regio Schiene
sbahnhamburg.digital,Regio Schiene
sbahn-hamburg.digital,Regio Schiene
sbahnhannover.de,Regio Schiene
s-bahn-hannover.de,Regio Schiene
sbahnmitteldeutschland.de,Regio Schiene
s-bahn-mitteldeutschland.de,Regio Schiene
s-bahn-muenchen.de,Regio Schiene
s-bahn-nuernberg.com,Regio Schiene
sbahnnuernberg.de,Regio Schiene
s-bahn-nuernberg.de,Regio Schiene
s-bahn-nuernberg.info,Regio Schiene
s-bahn-nuernberg.net,Regio Schiene
s-bahn-nuernberg.org,Regio Schiene
s-bahn-rhein-main.de,Regio Schiene
sbahnrheinneckar.biz,Regio Schiene
sbahn-rheinneckar.biz,Regio Schiene
sbahn-rhein-neckar.biz,Regio Schiene
s-bahn-rheinneckar.biz,Regio Schiene
s-bahn-rhein-neckar.biz,Regio Schiene
sbahnrheinneckar.com,Regio Schiene
sbahn-rheinneckar.com,Regio Schiene
sbahn-rhein-neckar.com,Regio Schiene
s-bahn-rheinneckar.com,Regio Schiene
s-bahn-rhein-neckar.com,Regio Schiene
sbahnrheinneckar.de,Regio Schiene
sbahn-rheinneckar.de,Regio Schiene
sbahn-rhein-neckar.de,Regio Schiene
s-bahn-rheinneckar.de,Regio Schiene
s-bahn-rhein-neckar.de,Regio Schiene
sbahnrheinneckar.info,Regio Schiene
sbahn-rheinneckar.info,Regio Schiene
sbahn-rhein-neckar.info,Regio Schiene
s-bahn-rheinneckar.info,Regio Schiene
s-bahn-rhein-neckar.info,Regio Schiene
s-bahn-stuttgart.biz,Sonstige
s-bahn-stuttgart.com,Regio Schiene
sbahnstuttgart.de,Regio Schiene
s-bahn-stuttgart.de,Regio Schiene
schleswigholsteinexpress.de,Regio Schiene
schleswigholstein-express.de,Regio Schiene
schleswig-holstein-express.de,Regio Schiene
schleswig-holstein-express.eu,Regio Schiene
schleswigholsteinxpress.de,Regio Schiene
schleswigholstein-xpress.de,Regio Schiene
schleswig-holstein-xpress.de,Regio Schiene
schnellbus.de,Regio Bus
schoenes-wochenende-ticket.de,Regio Schiene
schoeneswochenendeticket.eu,Regio Schiene
schoenes-wochenende-ticket.eu,Regio Schiene
schwarzatalbahn.de,Regio Schiene
schwarzatal-bahn.de,Regio Schiene
seehaensele.de,Regio Schiene
service-bahn.de,VT-Plattform (passiv)
serviceinsel.de,Sonstige
services-bahn.de,VT-Plattform (passiv)
shexpress.de,Regio Schiene
sh-express.de,Regio Schiene
shopping-freizeit-ticket.de,P.DL
showtrain-db.de,Sonstige
showtrain-erleben.de,Sonstige
showtrain-online.de,Sonstige
shuttlerapid.eu,Sonstige
shxpress.de,Regio Schiene
sh-xpress.de,Regio Schiene
skbprocurement.com,Sonstige
snapbus-db.com,Regio Bus
snapbus-db.com,Regio Bus
snapbus-db.de,Regio Bus
snapbus-db.de,Regio Bus
somer-ticket-bahn.de,Fernverkehr
sommerticket-bahn.de,Fernverkehr
sommer-ticket-bahn.de,VT-Plattform (aktiv)
soyogo.de,Sonstige
spacerail.com,Sonstige
spacerail.de,Sonstige
spar-night.com,Fernverkehr
spn-bus.de,Regio Bus
spreeneissebus.de,Regio Bus
spree-neisse-bus.de,Regio Bus
spree-sprinter.de,Regio Schiene
spreewaldbahn.biz,Regio Schiene
spreewaldbahn.com,Regio Schiene
spreewaldbahn.info,Regio Schiene
spreewaldbahn.net,Regio Schiene
spreewaldbahn.org,Regio Schiene
stadtbus-bueren.de,Regio Bus
stadtbus-hoexter.de,Regio Bus
stadtbus-salzkotten.de,Regio Bus
stadtbus-warburg.de,Regio Bus
stadtexpress.biz,Regio Schiene
stadt-express.biz,Regio Schiene
stadtexpress.com,Regio Schiene
stadt-express.com,Regio Schiene
stadtexpress.de,Regio Schiene
stadt-express.de,Regio Schiene
stadtexpress.eu,Regio Schiene
stadtexpress.info,Regio Schiene
stadt-express.info,Regio Schiene
start.de,P.DL
startreisen.de,P.DL
start-reisen.de,P.DL
static-bahn.de,VT-Plattform (passiv)
staurabatt.de,Fernverkehr
staurabatt-bahn.de,Fernverkehr
streckenagent.de,Regio Schiene
streckenagent-regio.de,Regio Schiene
suedbadenbus.com,Regio Bus
suedbadenbus.de,Regio Bus
suedbadenbus.info,Regio Bus
suedbadenbus.net,Regio Bus
suedbadenbus.org,Regio Bus
suedostbayernbahn.de,Regio Schiene
suedostbayern-bahn.de,Regio Schiene
sued-ost-bayernbahn.de,Regio Schiene
sued-ost-bayern-bahn.de,Regio Schiene
suedwestexpress.de,Regio Schiene
suewex.de,Regio Schiene
surdfandtravel.eu,Fernverkehr
surfandrail.biz,VT-Plattform (passiv)
surf-and-rail.biz,VT-Plattform (passiv)
surfandrail.com,VT-Plattform (passiv)
surf-and-rail.com,VT-Plattform (passiv)
surfandrail.de,VT-Plattform (passiv)
surf-and-rail.de,VT-Plattform (passiv)
surfandrail.eu,VT-Plattform (passiv)
surfandrail.info,VT-Plattform (passiv)
surf-and-rail.info,VT-Plattform (passiv)
surfandtravel.biz,VT-Plattform (passiv)
surf-and-travel.biz,VT-Plattform (passiv)
surfandtravel.de,VT-Plattform (passiv)
surfandtravel.eu,VT-Plattform (passiv)
surf-and-travel.eu,VT-Plattform (passiv)
surfandtravel.info,VT-Plattform (passiv)
surf-and-travel.info,VT-Plattform (passiv)
surf-and-travel.net,VT-Plattform (passiv)
surfandtravel.org,VT-Plattform (passiv)
surf-and-travel.org,VT-Plattform (passiv)
surf-rail.eu,VT-Plattform (passiv)
surfundrail.biz,VT-Plattform (passiv)
surf-und-rail.biz,VT-Plattform (passiv)
surfundrail.info,VT-Plattform (passiv)
surf-und-rail.info,VT-Plattform (passiv)
tausend-gruesse.de,Sonstige
tee-diebahn.com,Fernverkehr
tee-die-bahn.com,Fernverkehr
tee-diebahn.de,Fernverkehr
tee-die-bahn.de,Fernverkehr
tee-diebahn.net,Fernverkehr
tee-die-bahn.net,Fernverkehr
tee-het-spoorwegen.com,Fernverkehr
tee-het-spoorwegen.de,Fernverkehr
tee-het-spoorwegen.net,Fernverkehr
tee-letrain.com,Fernverkehr
tee-le-train.com,Fernverkehr
tee-letrain.de,Sonstige
tee-le-train.de,Sonstige
tee-letrain.net,Fernverkehr
tee-le-train.net,Fernverkehr
tee-railalliance.com,Fernverkehr
tee-rail-alliance.com,Fernverkehr
tee-railalliance.de,Fernverkehr
tee-rail-alliance.de,Fernverkehr
tee-railalliance.net,Fernverkehr
tee-rail-alliance.net,Fernverkehr
tee-reisen.de,Fernverkehr
tee-the-railway.com,Fernverkehr
tee-the-railway.de,Fernverkehr
tee-the-railway.net,Fernverkehr
tee-thespoorwegen.com,Fernverkehr
tee-thespoorwegen.de,Fernverkehr
tee-thespoorwegen.net,Fernverkehr
tee-transeuropean-excellence.biz,Fernverkehr
tee-trans-european-excellence.de,Fernverkehr
tee-transeuropean-excellence.info,Fernverkehr
tee-vt115.de,Fernverkehr
tentranseuronacht.eu,Fernverkehr
theicetrain.com,Fernverkehr
the-icetrain.com,Fernverkehr
thenicetrain.co.uk,Fernverkehr
the-nicetrain.co.uk,Fernverkehr
thenicetrain.com,Fernverkehr
the-nicetrain.com,Fernverkehr
thueringerbahn.biz,Regio Schiene
thueringer-bahn.biz,Regio Schiene
thueringerbahn.com,Regio Schiene
thueringer-bahn.com,Regio Schiene
thueringerbahn.de,Regio Schiene
thueringerbahn.info,Regio Schiene
thueringer-bahn.info,Regio Schiene
thueringerbahn.net,Regio Schiene
thueringer-bahn.net,Regio Schiene
thueringerbahn.org,Regio Schiene
thueringer-bahn.org,Regio Schiene
ticketbahn.de,P.DL
ticket-bahn.de,P.DL
ticketklima.de,DB Vertrieb
ticket-klima.de,DB Vertrieb
ticketnrw.com,DB Vertrieb
ticketnrw.de,DB Vertrieb
ticketsbahn.de,VT-Plattform (passiv)
tickets-bahn.de,VT-Plattform (passiv)
ticketshop-vrn.de,DB Vertrieb
tickets-vrn.de,DB Vertrieb
tierischontour.de,Sonstige
tierisch-on-tour.de,Sonstige
touchandride.biz,VT-Plattform (passiv)
touchand-ride.biz,VT-Plattform (passiv)
touch-andride.biz,VT-Plattform (passiv)
touch-and-ride.biz,VT-Plattform (passiv)
touchandride.com,VT-Plattform (passiv)
touchand-ride.com,VT-Plattform (passiv)
touch-andride.com,VT-Plattform (passiv)
touch-and-ride.com,VT-Plattform (passiv)
touchandride.de,VT-Plattform (passiv)
touchand-ride.de,VT-Plattform (passiv)
touch-andride.de,VT-Plattform (passiv)
touch-and-ride.de,VT-Plattform (passiv)
touchandride.info,VT-Plattform (passiv)
touchand-ride.info,VT-Plattform (passiv)
touch-andride.info,VT-Plattform (passiv)
touch-and-ride.info,VT-Plattform (passiv)
touchandride.net,VT-Plattform (passiv)
touchand-ride.net,VT-Plattform (passiv)
touch-andride.net,VT-Plattform (passiv)
touch-and-ride.net,VT-Plattform (passiv)
trainangel.de,Sonstige
trainangels.de,Sonstige
trainbrac.eu,Sonstige
trainorplane.biz,Fernverkehr
train-or-plane.biz,Fernverkehr
trainorplane.com,Fernverkehr
train-or-plane.com,Fernverkehr
trainorplane.de,Fernverkehr
train-or-plane.de,Fernverkehr
trainorplane.eu,Fernverkehr
train-or-plane.eu,Fernverkehr
trainorplane.info,Fernverkehr
train-or-plane.info,Fernverkehr
trainorplane.net,Fernverkehr
train-or-plane.net,Fernverkehr
trainorplane.org,Fernverkehr
train-or-plane.org,Fernverkehr
traunalzbahn.de,Regio Schiene
traun-alz-bahn.de,Regio Schiene
travelzoo-bahn.de,Fernverkehr
umfrage-bahn.de,Sonstige
umfragen-bahn.de,P.DL
umweltfahrplan.de,VT-Plattform (passiv)
umweltmobilcheck.de,Fernverkehr
untermainbus.de,Regio Bus
urlaubsexpress.com,Sonstige
urlaubszug.de,Sonstige
vbb-handyticket.de,DB Vertrieb
vbl-gmbh.de,Sonstige
vbn-handyticket.de,DB Vertrieb
veranstaltungsticket-bahn.de,VT-Plattform (passiv)
verbrennungs-antrieb.de,Sonstige
verbundticket.de,DB Vertrieb
vertriebsserviceostbayern.de,Regio Schiene
vgm-handyticket.de,DB Vertrieb
vgn-handyticket.de,DB Vertrieb
viabahn.biz,Sonstige
via-bahn.biz,Sonstige
viabahn.eu,Sonstige
via-bahn.eu,Sonstige
viabahn.info,Sonstige
via-bahn.info,Sonstige
visualcargo.de,Sonstige
vmt-ots.de,DB Vertrieb
vrm-handyticket.de,DB Vertrieb
vrn-handyticket.de,DB Vertrieb
vrn-onlineticket.de,DB Vertrieb
vrn-ots.de,DB Vertrieb
vrn-tickets.de,DB Vertrieb
vrn-ticketshop.de,DB Vertrieb
vrr-handyticket.de,DB Vertrieb
vrs-handyticket.de,DB Vertrieb
vtix.de,Sonstige
v-tix.de,Sonstige
vu-bus.de,Regio Bus
vu-gmbh.de,Regio Bus
vvs-handyticket.de,DB Vertrieb
wagingerbahn.de,Regio Schiene
waginger-bahn.de,Regio Schiene
wattensprinter.de,Fernverkehr
wattnsprinter.de,Fernverkehr
wattsprinter.de,Fernverkehr
watt-sprinter.de,Fernverkehr
wcrr2001.de,Sonstige
webteambahn.de,P.DL
werdenfels-bahn.de,Regio Schiene
weser-ems-bus.de,Regio Bus
westfalenbus.de,Regio Bus
westfrankenbahn.de,Regio Schiene
westpfalznetz.de,Regio Schiene
west-pfalz-netz.de,Regio Schiene
wifibahn.com,Fernverkehr
wifi-bahn.com,Fernverkehr
wifibahn.info,Fernverkehr
wifi-bahn.info,Fernverkehr
wifibahn.net,Fernverkehr
wifi-bahn.net,Fernverkehr
wifibahn.org,Fernverkehr
wifi-bahn.org,Fernverkehr
wochenend-ticket.de,Regio Schiene
wwwbahn.de,VT-Plattform (passiv)
www-bahn.de,VT-Plattform (passiv)
wwwbahncard.biz,Fernverkehr
wwwbahncard.com,Fernverkehr
wwwbahncard.de,Fernverkehr
wwwbahncard.info,Fernverkehr
wwwbahncard.net,Fernverkehr
wwwbahncard.org,Fernverkehr
zugbus.biz,Regio Bus
zugbus.eu,Regio Bus
zugbus.info,Regio Bus
zugbus-rab.de,Regio Bus
zugname.de,Sonstige
zugoderflug.biz,Fernverkehr
zug-oder-flug.biz,Fernverkehr
zugoderflug.com,Fernverkehr
zug-oder-flug.com,Fernverkehr
xn-2S0prmienpunkte-4kb.de,Fernverkehr
xn-bahnfahrenimsdwesten-1ec.de,Regio Schiene
xn-bahnfahren-im-sdwesten-6lc.de,Regio Schiene
xn-brderlandbahn-imb.de,Regio Schiene
xn-brg-kln-e1a.de,Sonstige
xn-dbgepckservice-bahn-kwb.de,VT-Plattform (passiv)
xn-dbregio-sdost-4ob.de,Regio Schiene
xn-db-regio-sdost-psb.de,Regio Schiene
xn-dbreisebro-heb.de,P.DL
xn-franken-thringen-express-4sc.de,Regio Schiene
xn-gepck-bahn-s5a.de,VT-Plattform (passiv)
xn-gepckservice-bahn-sqb.de,VT-Plattform (passiv)
xn-geschftsreise-service-91b.ch,P.DL
xn-geschftsreise-service-91b.com,P.DL
xn-geschftsreise-service-91b.de,P.DL
xn-geschftsreise-service-91b.net,P.DL
xn-mehrzeitfrwesentiiches-0lc.de,Fernverkehr
xn-mglitzbahn-9db.de,Regio Schiene
xn-mnchen-onlineticket-59b.de,DB Vertrieb
xn-mnchenulmexpress-jzb.de,Regio Schiene
xn-mnchen-ulm-express-m6b.de,Regio Schiene
xn-nordthringen-bahn-72b.de,Regio Schiene
xn-nordthringenbahn-ozb.de,Regio Schiene
xn-onlineticket-mnchen-jbc.de,DB Vertrieb
xn-onlineticketshop-mnchen-tpc.de,DB Vertrieb
xn-regio-allgu-u8a.de,Regio Schiene
xn-regionalverkehr-sdbayern-ctc.de,Regio Schiene
xn-regionalverkehrsdbayern-rpc.de,Regio Schiene
xn-region-sdost-klb.de,Regio Schiene
xn-regio-sdost-zhb.de,Regio Schiene
xn-rhnbahn-b1a.de,Regio Schiene
xn-s-bahn-mnchen-3ob.de,Regio Schiene
xn-s-bahn-nrnberg-nsb.com,Regio Schiene
xn-s-bahn-nrnberg-nsb.de,Regio Schiene
xn-s-bahn-nrnberg-nsb.net,Regio Schiene
xn-schsische-bahn-5hb.de,Regio Schiene
xn-schsischebahn-bfb.de,Regio Schiene
xn-schsische-regio-bahn-bzb.de,Regio Schiene
xn-schsischeregiobahn-ltb.de,Regio Schiene
xn-sdbadenbus-9db.com,Regio Bus
xn-sdbadenbus-9db.de,Regio Bus
xn-sdbadenbus-9db.net,Regio Bus
xn-stadtbus-bren-5ob.de,Regio Bus
xn-stadtbus-hxter-4pb.de,Regio Bus
xn-swex-0ra.de,Regio Schiene
xn-thringerbahn-elb.de,Regio Schiene
xn-thringer-bahn-xob.de,Regio Schiene
zschopautal-bahn.de,Regio Schiene
zugauskunftonline.de,VT-Plattform (passiv)
zugauskunft-online.de,VT-Plattform (passiv)